turku_text,region
"Bu perişan hallarımı
Eller duydu yar duymadı
Felek kırdı kollarımı
Eller duydu yar duymadı

Kimse bilmez bu halları
Yıkıldı gönül sarayı
Terk ederken ben sılayı
Eller sordu yar sormadı

Şu karşı dağları aştım
Gayri bu canımdan geçtim
Hastayım yatağa düştüm
Eller geldi yar gelmedi
",sivas
"Hallak-ı alemin irfanı çoktur
İflah olacağım güman bu sene
Suç kimsenin değil benim eksanım
Yazı göreceğim güman bu sene

Koyun da kalmadı kırıldı kuzu
Fırtına doldurdu dereyi düzü
Ne yaman dar oldu insanın gözü
Çoğu terk eyledi iman bu sene

İcazet kalmadı dağda ovada
Bereket kalmadı tasta tavada
İrağbet kalmadı atta devede
Hem de yaş görünür saman bu sene

Unut deli gönül kaymağı unut
Yoğurda selam ver peyniri kurut
Çirinen pekmezde kaldı bir umut
Göklere çekildi ayran bu sene

Ruhsat'ım kusurun görmez kör oldu
Dünya muhannete fazla dar oldu
Tarih geldi işte doksan bir oldu
Ne acayip oldu cihan bu sene
",sivas
"İnşallah adaletin nişanı
Birbirine tutkun millet bu sene
Hatt-ı tarik kondu üç yüz on beşe
Eskiye benzemez hürmet bu sene

Nan u nimet inkar olunmaz haşa
Sultan Hamid Han'ım sen binler yaşa
Baklava kadayıf güreşir başa
Hamdülillah günde davet bu sene

Ramazana ne de güzel yakıştı
Münafıklar ara yerden çıkıştı
Fukaralar birbirine bakıştı
Bütün boşta kaldı servet bu sene

Hamdolsun bu sene aksi gelmedi
Pahılın münkirin yüzü gülmedi
Kahvenin de piyasası kalmadı
Külden ucuz oldu şerbet bu sene

Sakınıp konuşma namertlerinen
Haline şükreyle izzetlerinen
Ya Rabbi haşreyle cömertlerinen
İnşallah yönelir devlet bu sene

Bu dine her kim ki olur hıyanet
Ne dini bulunur ne de diyanet
İnşallah kahrolur Moskof hıyanet
Ehl-i İslam olur cellat bu sene

Münafık olanlar ezkar etmedi
İsm-i Muhammed'i ezber etmedi
Hiçbir gün evinde iftar etmedi
İnanırsan Aşık Ruhsat bu sene
",sivas
"Bu tarih şehrinin zordur tarifi
İlimdir irfandır nuru Sivas'ın
Ulu Cami'dedir kabr-i şerifi
İhramcızadedir piri Sivas'ın

İsmail Toprak'tır Hakkı Baba'sı
Taki Efendi'dir hikmet deryası
Olmuştur daima iman kalesi
Yıkılmaz binadır suru Sivas'ın

Abdülvahap Gazi Tekke önünde
Şehit Şehzadeler vardır yanında
Sevgi nakış olmuş ruh u canında
İnsanının gönlü duru Sivas'ın

Eksik olmaz kışın boranı karı
Bir başkadır yazı güzü baharı
Anadolu'muzun buğday ambarı
Mümbit bir topraktır yeri Sivas'ın

Aşka düşen gönül mestan olmuştur
Aşıkları dile destan olmuştur
Şairi çok Şiiristan olmuştur
Halay çeker yiğitleri Sivas'ın

Havası çok serttir suyu çok serttir
Doğrudur dürüsttür insanı merttir
Milli hasletlere düşkün millettir
Bu Tektaş da bir neferi Sivas'ın
",sivas
"Bu yıl bu dağların karı erimez
Eser bad-ı saba yel bozuk bozuk
Türkmen kalkıp yaylasına yürümez
Bozuldu aşiret el bozuk bozuk

Elim tutmaz güllerini dereyim
Dilim tutmaz hallerini sorayım
Dört sualin manasını vereyim
Sazım düzen tutmaz tel bozuk bozuk

Kızılırmak gibi çağlayıp coştum
El vurup göğsümün bendini yıktım
Gül yüzlü cerenin bağına çıktım
Girdim bahçesine gül bozuk bozuk

Pir Sultan'ım yaratıldım kul deyi
Zalimlerin elinde mi öl deyi
Dost beni çağırmış durma gel deyi
Gideceğim amma yol bozuk bozuk
",sivas
"Bu yıl bu dağların karı erimez
Eser bad-ı saba yel bozuk bozuk
Türkmen kalkıp yaylasına yerimez
Yıkılmış aşiret el bozuk bozuk

Kızıl ırmak gibi çağladım aktım (dost aktım)
El vurdum göğsümün bendini yıktım
Gülyüzlü cerenin bağına çıktım (yar çıktım)
Girdim bahçasına gül bozuk bozuk

Elim tutmaz güllerini dermeye
Dilim varmaz hasta halin sormaya
Dört sualin manasını bilmeye
Sazım düzen tutmaz tel bozuk bozuk

Pir Sultan'ım yaratıldım kul deyi
Zalimlerin elinde mi öl deyi
Dost beni de ısmarlamış gel deyi
Gideceğim ama yol bozuk bozuk
",sivas
"Bugün benim gamım vardır
Uzun boylu yarim gitti
Yüreğimde ahım vardır
Dört köşeye zarım gitti

İsmim ezberdir dillerde
Gözlerim kaldı yollarda
Meskenim gurbet illerde
Tutmaz dizim ferim gitti

Sabah güneş doğar m'ola
Acep eşim duyar m'ola
Ruhsati'yi anar m'ola
Güzelce şikarım gitti
",sivas
"Davamıza rakip olan
Necat bulur mu bulmaz ya
Aklımı başından alan
Rahat bulur mu bulmaz ya

Bulamaz dünyada kemal
Mahrum olur görmez cemal
Erişir ömrüne zeval
Hayat bulur mu bulmaz ya

Serinden tacından olur
Zamane picinden olur
Ahırı acından ölür
Nimet bulur mu bulmaz ya

Yüzünde zerre nur olmaz
Ve bir rahat kabir bulmaz
İki yakası bir olmaz
Devlet bulur mu bulmaz ya

Vefa görmez melalinden
Şeref bulmaz kemalinden
Zebanilerin elinden
Ruhsat bulur mu bulmaz ya
",sivas
"Sana öğüt verip aklın
Çalan bulur belasını
Pederine kem söylerse
Bulan bulur belasını

Nefsine sarf edip varın
Cehennem edip mezarın
Validenin intizarın
Alan bulur belasın

Senin fırsatın güdenler
Seni kem yola yedenler
Helal kazancın edenler
Talan(1) bulur belasını

Seni kimse kayırmaya
Esrarını duyurmaya
Seni benden ayırmaya
Yelen(2) bulur belasını

Musibet düştü arama
Em koyan yoktur yarama
Benim şu baht-ı karama
Gülen bulur belasını

Aklım yetmedi hileye
Girdim bin çeşit çileye
Ruhsati'yi bu belaya
Salan bulur belasını
",sivas
"Sabahtan kalktım ki ezan sesi var
Ezan sesi değil burçak yası var
Sorun şu adama kaç tarlası var

Aman ne zor imiş burçak yolması
Burçak tarlasına gelin olması

Sabahtan kalktım da sütü pişirdim
Südün köpüğünü yere taşırdım
Burçak tarlasında aklım şaşırdım

Aman ne zor imiş burçak yolması
Burçak tarlasına gelin olması

Elimin kınasın hamur ettiler
Gözümün sürmesin kömür ettiler
Burçak tarlasına gelin ettiler

Aman ne zor imiş burçak yolması
Burçak tarlasına gelin olması

Elimi salladım değdi dikene
İnkisar eyledim burçak ekene
İlahi kaynana ömrün tükene

Aman ne zor imiş burçak yolması
Burçak tarlasına gelin olması
",sivas
"Bülbüller öter güllerde
Ben yaralı yar yaralı
Adım dolaşır pirlerde
Yar yaralı pir yaralı
Dost yaralı post yaralı

Yel vurmuş benzin bozulmuş
Top zülüfleri çözülmüş
Yazımız böyle yazılmış
Yar yaralı pir yaralı
Dost yaralı post yaralı

Emini'yim bile bile
Sarıldım dikenli güle
Koydun beni haldan hala
Yar yaralı pir yaralı
Dost yaralı post yaralı
",sivas
"Bütün varlık Adem'dedir
Ne ararsın deli kardaş
Bütün varlık Adem’dedir
Her mahluka olmuş yoldaş

Bütün varlık Adem’dedir
Türlü türlü nakış işler
Emrindedir dağlar taşlar
Bin bir türlü meyve aşlar

Bütün varlık Adem’dedir
Kimi konar kimi göçer
Kimi terzi libas biçer
Kimi yerden gökten uçar

Bütün varlık Adem’dedir
Bak şu ilme bak şu fene
Bir teli getirir dile
Fark et kardaş herşey sende

Bütün varlık Adem’dedir
İnsan için aylar günler
Dünyanın varlığı onlar
Okur her lisandan anlar

Bütün varlık Adem’dedir
Aklın fikrin ucundaki
Mümin insan gücündeki
Dört kitabın içindeki

Bütün varlık Adem'dedir
Yüzbaş’oğlu hallerine 
Devam eyle yollarına
Allah vermiş kullarına

Bütün varlık Adem’dedir
",sivas
"Büyük meclis karar verdi
Sözümüzdür Cumhuriyet
Halkın yarasını sardı
Özümüzdür Cumhuriyet

Kışlık erzak torbamızda
Yamalıklı urbamızda
O sıcacık çorbamızda
Tuzumuzdur Cumhuriyet

Türk'ün çelik kollarında
Maharetli ellerinde
Teknoloji yollarında
Hızımızdır Cumhuriyet

Meşaleyle yanan külde
Yanık türkülerle dilde
Aydınlığa giden yolda
İzimizdir Cumhuriyet

Atatürk'ün hitabında
Öğrencilik etabında
Defterinde kitabında
Yazımızdır Cumhuriyet
",sivas
"Öküzü hayli zorlamış
Geriyon mu Cafer Ağa
Sırtında gönü kalmamış
Görüyon mu Cafer Ağa

Akdağ'da nacak yaptırır
Nakış koymayıp döktürür
Gelinlere kök söktürür
Yoruyon mu Cafer Ağa

Alekse'li Abdal Kekeç
Kağnısına diker dikeç
Ormancı geliyor ha kaç
Duruyon mu Cafer Ağa

Sakar kıratın varıdı
Yılkıda kurtlar yer idi
Hem kırıdı hem dorudu
Yürüyon mu Cafer Ağa

Kâbe görmezden ezeli
Çokça severdi güzeli
Şarap sofrası düzeli
Vuruyon mu Cafer Ağa

Hafiye dokudu bezi
Üzerine yazdı yazı
Namaz da kılardı bazı
Seriyon mu Cafer Ağa

Hac'a gitmişti bir sefer
Adı oldu Hacı Cafer
Aha sana tam bir nefer
Arıyon mu Cafer Ağa

Dedem idi kendileri
Sevmez bey-efendileri
İmam olup kandıralı
Eriyon mu Cafer Ağa

Ahirette huzur bulsun
Bu hasretlik bende kalsın
Yerin Cennet mekan olsun
Varıyon mu Cafer Ağa

Beni saymazdın toruna
Daha göremem yarına
Ceylani 'yi sen bağrına
Sarıyon mu Cafer Ağa
",sivas
"Cehaletin ağlarına takıldık
Çırpınıp dururuz biz bile bile
Avcı geldi oltasını uzattı
Kurtulabilirsen yüz bile bile

Hayatta gülmedik sözün doğrusu
Yardımlaşmak insanlığın çağrısı
Bataklıkta sivri sinek sürüsü
Dinledik sesini saz bile bile

Hangi taşa vursam garip başımı
Boşuna harcadım bütün yaşımı
Yavan ekmeğimi yağsız aşımı
Zehir ettin bana tuz bile bile

Eşin dostun Kara diyorlar sana
Neler oldu bitti dünden bu yana
Gönül kuşu derler böyle tufana
Hayat mangalında köz bile bile
",sivas
"Aşk ateşi aldı beni
Yavaş yavaş tüterim ben
Elden ele saldı beni
Kor alevden beterim ben

Doruğunda gözüm yumdum
Cennetten bir mekan sandım
Kanat çırptım dala kondum
Gül dalında öterim ben

Pir Sultan’ın elin aldım
Derin bir ummana daldım
Arayı arayı buldum
Derdime dert katarım ben

Denizin dibine çöktüm
Çırpındıkça çile çektim
Sel dağıttı yüze çıktım
Dalıp dalıp batarım ben

Yürüdüğüm yolda tektim 
Dostun kapısını haktım
Eşiğine yaşlar döktüm
Kapısında yatarım ben

Ceylani’nin özü Hak’tan
Hak yarattı bizi yoktan
Yeryüzünde yandım çoktan
Cehenneme biterim ben
",sivas
"Mecnun Leyla gibi seni sevecek
Gözü yaşlı sana türkü yakacak
Gönlüm sende kaldı senle gülecek
Bekletme aşığı gel ceylan gözlüm

Kerem Aslı gibi yanarım sana
Yokluğun ıstırap çektirir bana
Ya sev ya da bırak kıyma bu cana
Yakma aşığını gel ceylan gözlüm

Zöhre yıldızının nişanı sende
Sevdan yakar beni köz oldu bende
Seni seviyorum dediğim günde
Güldür Emrah'ım gel ceylan gözlüm
",sivas
"Cihanşümul insanların Sivas'ı
Fertlerinde ne sırları gizlidir
Abdülvahab Gazi Şems-i Sivasi
Mertlerinde ne sırları gizlidir

İnsan ayırmazlar tutmazlar kini
Aza razı olur bilmez yekünu
Kimine yükledin gurbet yükünü
Sırtlarında ne sırları gizlidir

Şöhretli şerefli dürüst insanın
Eşe dosta açık bağın bostanın
Hakk'a bağlı hak yolunda hastanın
Dertlerinde ne sırları gizlidir

Arap Evliyası ayrı çabada
Mumbaba Şeyh Çoban aynı davada
Eyyub'un yarası Çeltek Baba'da
Kurtlarında ne sırları gizlidir

Alimleri gerçekleri fark eder
Aşıkları güçlü gezer derbeder
İşsiz olanları gurbete gider
Şartlarında ne sırları gizlidir

Aşık Bülent yabanından habersiz
Zenginleri tabanından habersiz
Çiftçileri sabanından habersiz
Yurtlarında ne sırları gizlidir
",sivas
"Dedi bana sen emmisin
Hoş geçecek senem misin
Ben de dedim söyle dilber
Her yarama sen em misin

Öyle aşkı var ki bende
Coşkun gönlüm sığmaz bende
Sönmez yürekteki ateş
Olamadın yare bende

Gerdanında bir beni var
Kimsesi yok bir beni var
Yenilmiyor kırılmıyor
Bir gururu bir beni var

Hiçbir zaman vermedi yüz
Derdim oldu bir iken yüz
Dost insafa gelsin diye
Ol şahıma tutmuşum yüz

Yine dedi sen ne dersin
Verilmeden çek git dersin
Dedim ki ben Kul Gazi'yim
İzin ver de gülün dersin
",sivas
"Sönmez bu bayrakta nazlanan hilalimiz
Bu tahtıma hürriyet oturdu Cumhuriyet
Konuşmamız susmamız hızlanan melalimiz
Onu büyük Atatürk getirdi Cumhuriyet

Samsunlardan ötede o koymuştu adını
Bırakmıyor hiç kimse alsın bir kez tadını
Eşit olur milletin hem erkeği kadını
Onu büyük Atatürk getirdi Cumhuriyet

Yürümek için olsun vatan için borcumuz
Adil dağıtılacak elbette ki harcımız
Bir dünyaya seslendi Amasya'dan burcumuz
Onu büyük Atatürk getirdi Cumhuriyet

Sivas'ta temel atıp mutlu yaşam sürmeye
Dalga dalga yayılıp yurda nişan vermeye
Doğruldu yüce millet çağdaşlığı görmeye
Soy sülale fikrini batırdı Cumhuriyet

Seçim temel esası budur yönetim hası
Yok kimsenin kimseden korku ve de tasası
Adaleti kanunu koruyacak yasası
Ufku geniş deryaya götürdü Cumhuriyet

Dokuz yüz yirmi üçte ilan edildi yurda
Kul Mehmet'im de hazır işte şenlik de burda
Özgürce bir katılım hem obada hem şarda
Tatlı ama keskince satırdı Cumhuriyet
",sivas
"Anlayın cahiller mesaj yalındır
Kolay kazanmadık Cumhuriyeti
Atatürk’ün yolu senin yolundur
Kolay kazanmadık Cumhuriyeti

Laikliği dine mani gözetme
Yalanı yayıp da gerçek söz etme
Türbanı hak görüp dine tez etme
Kolay kazanmadık Cumhuriyeti

Nice şehit verdik o kadar gazi
Topraklara kanla yazıldı yazı
Yıkmak isteyene tattırmam hazı
Kolay kazanmadık Cumhuriyeti

Atamdan armağan bunu bilirim
Bölmek isteyene karşı gelirim
Özgürlük uğruna cenkte ölürüm
Kolay kazanmadık Cumhuriyeti

Şahini başıma gelince gada
Kudret ihsan etsin Yaradan Hüda
Bir karış toprağım çiğnetmem yada
Kolay kazanmadık Cumhuriyet
",sivas
"Cansızı cana getiren
Cumhuriyet Cumhuriyet
Bizi varlığa yetiren
Cumhuriyet Cumhuriyet

Bir arslan çıktı köşeden
Düşmanı yurttan boşadan
Milletini hür yaşadan
Cumhuriyet Cumhuriyet

Ata'mdır çizmeyi çeken
Düşmanı denize döken
Yurda al bayrağı diken
Cumhuriyet Cumhuriyet

Yeni yazı icat etti
Ahraz idik dil öğretti
Hainleri tahttan attı
Cumhuriyet Cumhuriyet

Mihmani okuyor ferman
O oldu dertlere derman
Bir canım var sana kurban
Cumhuriyet Cumhuriyet
",sivas
"Çıkıp birden karaların içinden
Allarıyla Cumhuriyet kurdular
İstiklale Türk milleti and içti
Dilleriyle Cumhuriyet kurdular

Ulu Önder bu millete nur oldu
Bir doğuya bir batıya soruldu
Samsun Sivas Erzurum'a varıldı
Yollarıyla Cumhuriyet kurdular

Bütün millet savaşmalı çare yok
Hani silah şu düşmana vura yok
Köyde kentte hiç kimsede para yok
Pullarıyla Cumhuriyet kurdular

Yüce millet cephelerde buluştu
Büyük emir her bir yana ulaştı
Ya istiklal ya ölümdü çalıştı
Hallarıyla Cumhuriyet kurdular

Azma hain düşman uluyup azma
Bir gelin vurulmuş başında yazma
Eller tüfek değil taşıyor kazma
Belleriyle Cumhuriyet kurdular

Haçlı göz dikiyor bin yılı aşkın
Kaçıyor düşmanlar hem de pek şaşkın
Kan ile çağladı Sakarya coşkun
Selleriyle Cumhuriyet kurdular

Bir emirle siperlerde buluşan
Canla başla bu vatana çalışan
Şan şerefle şehitliğe ulaşan
Kullarıyla Cumhuriyet kurdular

Asırlardır düşman geldi haç ilen
Şifa bulunmaz yaraları açılan
Cephelerde inanç ile geçilen
Yıllarıyla Cumhuriyet kurdular

Savaşa dek ellerinde tutulan
Canla başla bu savaşa katılan
Yırtık pırtık üzerinde yatılan
Çullarıyla Cumhuriyet kurdular

Bu topraklar düşmanlara dar idi
Düşmanlar ki kaçacak yer aradı
Millet kazma kürek ile yürüdü
Mallarıyla Cumhuriyet kurdular

Bütün yurtta Hak sesiyle gürleşen
Şehitlerle destanlarla pirleşen
Aynı inanç amaçlarla birleşen
Elleriyle Cumhuriyet kurdular

Kara bulut bu vatana çökende
Türk beynine hürriyeti ekende
Hür bir vatan için eller dikende
Gülleriyle Cumhuriyet kurdular

Tek bir fikir tek bir beyin oldular
Şehitlerle gazi olup kalanlar
Hakk'a tapıp bu rüzgarla gelenler
Yelleriyle Cumhuriyet kurdular

Göğsündeki iman ile yürüdü
Yüce Allah bu vatanı korudu
Tek bir ağaç Cumhuriyet var idi
Dallarıyla Cumhuriyet kurdular

Yunan Ege Denizi'ne döküldü
İngilizler bu savaşta yıkıldı
Fransızlar kızgın kumda yakıldı
Çölleriyle Cumhuriyet kurdular

Ulu Önder Türklüğünün özüyle
Bu millete verdi güven sözüyle
Uğur der ki aşıklar da sazıyla
Telleriyle Cumhuriyet kurdular
",sivas
"Yirmi Dokuz Ekim yıl yirmi üçte
Tanda Cumhuriyet sesini duydum
Hep bir yürek olduk birlikte güçte
Şanda Cumhuriyet sesini duydum

Tabular yıkıldı reform başladı
Hürriyetin çapı çok genişledi
Kurulan fabrika maden işledi
Tende Cumhuriyet sesini duydum

Kemal Paşa çok kararlı hükümde,
Kurtuluş Harbi'nde kabahat kimde
On Kasım'da Yirmi Dokuz Ekim'de
Künde Cumhuriyet sesini duydum

O zamanlar bu dünyada değildim
Belki ayan oldu bu sırrı bildim
Dokuz yüz ellide dünyaya geldim
Ben de Cumhuriyet sesini duydum

Daha söylenmeyen nesirler çözdük
Cepheler fethettik ordular bozduk
Şehit kanı ile sınırlar çizdik
Suda Cumhuriyet sesini duydum

Düşmanları yurttan uzaklaştırdık
Milleti hedefe çok yaklaştırdık
Kurt ile koyunu kucaklaştırdık
Kinde Cumhuriyet sesini duydum

Kongreler yaptık gerçeği gördük
İşgalci kahpeyi denize sürdük
Yaraladık yaralandık ser verdik
Gamda Cumhuriyet sesini duydum

Gülşadi'yim Türk kanı var mayada
At oynattık Avrupa'da Asya'da
Macaristan Bulgaristan Rusya'da
Çin'de Cumhuriyet sesini duydum
",sivas
"Çağdaşlık diyorsun hani nerede
Eşitlik olmalı çağdaşlık için
Kimi gökyüzünde kimi kara
Birlikte gitmeli çağdaşlık için

Çağdaş olmak için izle atanı
Soydu cübbeleri giydi keteni
Uygarlık beşiğine sardı vatanı
Bağnazlık bitmeli çağdaşlık için

Çağdaşlık deyince parıldar gözler
Laiklik uğruna söylendi sözler
Öfkeden kurtulsun sevinçler hazlar
Ölenler yetmeli çağdaşlık için

Kaygısıza yatar halkın yarısı
İlimden irfandan çağır gerisi
Ne işe yarar ki baykuş sürüsü
Bülbüller ötmeli çağdaşlık için

Köylü çalışırken ağa yatmasın
Emekçinin hakkını talan etmesin
Senlik benlik diye fikir gütmesin
Adımlar atmalı çağdaşlık için

Siyasiler yasaları koyuyor
Kendi çıkarına halkı soyuyor
Karşı çıkanlara çete dayıyor
Haksıza çatmalı çağdaşlık için

Şahini’yim der ki çağdaş olalım
Herkesin hakkını eşit bölelim
Vicdanın rahat mı onu bilelim
Huzuru tatmalı çağdaşlık için
",sivas
"Çağrışa çağrışa havada durnam
Bağdat'tan mı geldin ağzında hurman
Emanetim sana sana sılama uğra
Eylen durnam eylen eylen pire gidelim

Ali'nin çağırdığı yere varalım
Hasan'lan Hüseyn'e gönül verelim
On iki imamlara yüzler sürelim
Eylen durnam eylen eylen pire gidelim

Kerbela çölünden sakin mi geldin
Ne yaman ötersin bağrımı deldin
Sen de benim gibi gibi yetim mi galdın
Eylen durnam eylen eylen pire gidelim

Ağlamışam ela gözde yaşım var
Kaynamışam her ocahtan aşım var
İmam Hüseyn eşiğinde işim var
Eylen durnam eylen eylen pire gidelim

Kul Hüseyn'im der ki gaynadım coştum
Bu eşkın elinden serimden geçtim
Çağrışa çağrışa aralar aştım
Eylen durnam eylen eylen pire gidelim
",sivas
"Arzuladım seni Çamşıh elleri
Köyler harap olmuş yola bak yola
Bozbulanık akıyordu selleri
Kurumuş çölleri çöle bak çöle

Alay alay düğünlerin olurdu
Odaların misafirle dolurdu
O şenlikler kalsa sana kalırdı
Melul mahzun duran ele bak ele

Şahin Çakırağa Ağın Gölveren
Çamuağa Dışbudak'la Başören
Yıllardır hasretim yok mu bir gören
Sazım dertli öter tele bak tele

Metin'in gözleri durmadan ağlar
Dumanlı dumanlı Döldürün dağlar
Dökülmüş yaprağı bozulmuş bağlar
Bülbül boyun eğmiş güle bak güle
",sivas
"Çamşıhına vardım haraba olmuş
Sordum şu çamşıhının yiğidi n'olmuş
Hiç güzel kalmamış Divriğye dolmuş
Zannedersin Divriğ Ankara olmuş

Dilerim sevdiğim allahtan bulasın
Ellerinden gözlerinden olasın
Duvarlar dibinde melul kalasın
Ellerinden tutup gezdirenin ben olam
",sivas
"Çaresiz derdime derman
Nasıl bulayım bulayım
Gönül sarayına mihman
Nasıl olayım olayım

Arı gezer ballarında
Gizli vardır hallarında
Hakikatin yollarında
Nasıl öleyim öleyim

Yanıyorum aşk derdinde
Gündüz gece firkatında
Şah Turna pir hasretinde
Nasıl güleyim güleyim
",sivas
"(aman) Çeker sevdamı (da yar yar yar) siler gözünü
(oy oy oy)
Yavrum sen tükettin benim ciğerimin özünü
(aman aman oy oy)
Bırakıp gittin de zalım elde koydun benim gözümü (vay)

Dargın mısın küskün müsün
Kime kin ettin de zalım giydin alları
Amanın amanın amanın oy oy oy

(aman) Kırmızı gül açmış da bizim bağlarda
(oy oy oy)
Gardaş fitil işler de benim yaramda
(aman aman oy oy)
Gavur imana gelir de zalım ben sana yalvaranda (vay)

Dargın mısın küskün müsün
Niye gelmezsin de zalım bizim ellere
Amanın amanın amanın oy oy oy
",sivas
"Çekin halay dizilsin
Ela gözler süzülsün
Halaya girmeyenin
Vurun boynu üzülsün

Yörü aslanım yörü
Yörü elmasım yörü
Kalma yolundan geri
Zehir olsa içerim
Bade dolduktan geri

Sabahtan bizim pınara
İki gelin üç kız gelmiş
Kuğul kuğul ötüşürler
Cıvıl cıvıl söyleşirler

Birisinin adı Fatma
Benleri var çatma çatma
Aman şafak erken atma
Aman horoz erken ötme
Bir yar elinden yandım bir yar elinden

Bugün ben bir güzel gördüm
Bakar cennet sarayından
Kamaştı gözümün nuru
Onun hüsn ü cemalından
Bir yar elinden yandım bir yar elinden

Salındı bahçeye girdi
Çiçekler selama durdu
Mor menevşe boyun eğdi
Gül kızardı hicabından
Bir yar elinden yandım bir yar elinden

Keçi vurdum bayıra
Kımır kımır yayıla
Senden bana fayda yok
Beni mevlam kayıra

Gemideyim gemide
Ayağım yemenide
Alacaksan al beni
Nişanlım var geride

Gemici başı mısın
Cevahir taşı mısın
Sana bir nişan versem
Koynunda taşır mısın

Hey tavralı tavralı
Paraları turalı
Görmedim senin gibi
Bu cihan kurulalı
",sivas
"Çekirgemin ayağında nalini
Çekirgem de kaymakamın gelini

Sivri de butlu
Eğri de butlu çekirgem

Çekirgenin kanatları sayılır
Çekirgem de kaymakama bayılır

Sivri de butlu
Eğri de butlu çekirgem

Çekirgenin kanadını burmalı
Çekirgeyi kaymakama vermeli

Sivri de butlu
Eğri de butlu çekirgem
",sivas
"Çektiğim cevr-i cefalar
Sevdiğim senden ötürü
İkrar iman dostu sevdim
Sen de sev benden ötürü

Ali'm dost Velim dost
Hak erenler giymiş post
İstemeyiz atlas libas
Bize yeter hırka post

Ben pirimi hak bilirim
Gah ağlarım gah gülerim
Yarsız dünyayı neylerim
Bir şirin dilden ötürü

Ali'm dost Velim dost
Hak erenler giymiş post
İstemeyiz atlas libas
Bize yeter hırka post
",sivas
"Çemberimi çaldım taşa
Yaş yarıldı baştan başa
Oyna keyfin baştan aşa

Al gel oğlan çemberimi
Bul gel oğlan çemberimi

Çemberimi yudum idi
Taş başına koydum idi
Sana neler dedim idi

Al gel oğlan çemberimi
Bul gel oğlan çemberimi

Çemberimin ucu boncuk
Benim yarim gül boncuk
Cebi boş göğsü cıncık

Al gel oğlan çemberimi
Bul gel oğlan çemberimi

Çemberimin ucu oya
Saramadım doya doya
Mail oldum uzun boya

Al gel oğlan çemberimi
Bul gel oğlan çemberimi
",sivas
"Çemberimi yudumudu
Gül dalına kodumudu
Sen aldın ben gördümüdü
Al gel oğlan çemberimi

Çemberimi çaldım taşa
Yazılanlar gelir başa
Sevdiceğim binler yaşa
Al gel oğlan çemberimi

Çemberimin ucu boncuk
Benim yarim gülboncuk
Cebi boş göğsü cincik
Al gel oğlan çemberimi

Çemberimin ucu oya
Saramadım doya doya
Mail oldum uzun boya
Al gel oğlan çemberimi
",sivas
"Çıksam kalesine seyran eylesem
Ilgıt ılgıt eser yeli Sivas'ın
Dertlerimi bir bilene söylesem
Pek tatlı sohbetli dili Sivas'ın

Derdimi söylesem Burhan Baba'ya
Biçare gurbette düştüm belaya
Belki de gelirim gelecek aya
Büklüm büklüm olmuş yolu Sivas'ın

Yaz gelende Kızılırmak coşuyor
Camiler mescitler dolup taşıyor
Her köşede püryanları pişiyor
Misk ü amber kokar gülü Sivas'ın

Kerpiçten evleri çamur sıvası
Ne güzel kurulmuş Darüşşifası
Al yeşil giyinmiş bağlar libası
Burcu burcu kokar gülü Sivas'ın

Bahçeleri misk ü amber kokuyor
İrfan ehli Elif Be'yi okuyor
Nakkaşları türlü kumaş dokuyor
Sim ü zer nakışlı şalı Sivas'ın

Bir şadırvan gördüm kalmış hatıra
Bakmaz mısın şehitlere yatıra
Kimi çöğür çalar kimi tambura
Bin bir nağme söyler teli Sivas'ın

Yaz gelende çiçek çiğdem yetişir
Kahvelerde aşıkları atışır
Göllerinde telli suna ötüşür
İşte böyle böyle hali Sivas'ın

Kar'oğlan'ım eyler ah ile zarı
Sönmüyor gönlümün ateşi narı
Evliyalar enbiyalar diyarı
Her derde devadır eli Sivas'ın
",sivas
"Çıktım Gardaşlar'a seyran eyledim
Tarihe mal olmuş kalesin Sivas
Dört yanıma baktım coştum söyledim
Gurbete gidene sılasın Sivas

Bir yanında Kızılırmak bükülür
Üniverste abidesi dikilir
İlim irfan tohumları ekilir
Yeşeren kültüre halısın Sivas

Yıldız Dağı başı duman görünür
Lale sümbül örtüsüne bürünür
Bölük bölük ak koyunlar sürülür
Ağlayan gözümün selisin Sivas

Gökpınar gölünde yedi renk vardır
Folklorda türküde bir ahenk vardır
Taşın toprağında bir mihenk vardır
Bozulmamış bağın gülüsün Sivas

Tödürge Gölü'nden Yaraş Beli'nden
Bade içtim bir güzelin elinden
Pir Sultan Abdal'dan Aşık Veysel'den
Zaralı Halil'in ilisin Sivas

Suşehri'nde Kelkit Çayı vadisi
Divriği'de Selçuklular camisi
Sinesinde Abdülvahab Gazi'si
Seyyah Evliyanın yolusun Sivas

Ulaş'ın gölünde uçuşur kazlar
Nişanda düğünde çalınır sazlar
Çayırda madımak toplayan kızlar
Derbeder aşığa kalesin Sivas

İmranlı'nın suyu soğuk içilmez
Çok şairin vardır amma seçilmez
Ruhsati Refiki hiç söz edilmez
Şairin yazarın ilisin Sivas

Divane gönlümde bilmem neler var
Senden ayrı kalsam çekem ahüzar
Rahmi'ye sonunda olursan mezar
Şu fani cismime gülesin Sivas
",sivas
